Training,Validation
0.5625,0.266666680574417
0.4375,0.737500011920929
0.484375,0.712499976158142
0.546875,0.366666674613953
0.5,0.404166668653488
0.515625,0.654166638851166
0.5625,0.720833361148834
0.5,0.716666638851166
0.453125,0.404166668653488
0.5625,0.279166668653488
0.453125,0.445833325386047
0.609375,0.637499988079071
0.5625,0.695833325386047
0.546875,0.725000023841858
0.625,0.695833325386047
0.609375,0.566666662693024
0.640625,0.612500011920929
0.59375,0.683333337306976
0.609375,0.6875
0.5625,0.6875
0.59375,0.600000023841858
0.671875,0.583333313465118
0.703125,0.579166650772095
0.609375,0.604166686534882
0.59375,0.637499988079071
0.671875,0.637499988079071
0.671875,0.654166638851166
0.703125,0.691666662693024
0.515625,0.629166662693024
0.640625,0.545833349227905
0.703125,0.495833337306976
0.484375,0.550000011920929
0.625,0.670833349227905
0.578125,0.737500011920929
0.640625,0.737500011920929
0.765625,0.725000023841858
0.609375,0.699999988079071
0.625,0.641666650772095
0.765625,0.574999988079071
0.734375,0.604166686534882
0.6875,0.675000011920929
0.75,0.679166674613953
0.734375,0.675000011920929
0.71875,0.629166662693024
0.765625,0.574999988079071
0.65625,0.537500023841858
0.75,0.583333313465118
0.71875,0.654166638851166
0.765625,0.708333313465118
0.625,0.699999988079071
0.765625,0.633333325386047
0.625,0.608333349227905
0.75,0.612500011920929
0.6875,0.600000023841858
0.734375,0.641666650772095
0.734375,0.645833313465118
0.75,0.658333361148834
0.671875,0.662500023841858
0.859375,0.683333337306976
0.75,0.699999988079071
0.71875,0.737500011920929
0.609375,0.679166674613953
0.71875,0.675000011920929
0.8125,0.712499976158142
0.734375,0.704166650772095
0.6875,0.679166674613953
0.6875,0.595833361148834
0.703125,0.529166638851166
0.671875,0.600000023841858
0.84375,0.695833325386047
0.796875,0.733333349227905
0.65625,0.725000023841858
0.796875,0.604166686534882
0.796875,0.554166674613953
0.6875,0.550000011920929
0.703125,0.633333325386047
0.71875,0.704166650772095
0.75,0.754166662693024
0.75,0.729166686534882
0.703125,0.6875
0.703125,0.604166686534882
0.71875,0.550000011920929
0.828125,0.516666650772095
0.71875,0.620833337306976
0.71875,0.695833325386047
0.71875,0.729166686534882
0.734375,0.754166662693024
0.65625,0.75
0.78125,0.662500023841858
0.765625,0.608333349227905
0.796875,0.574999988079071
0.71875,0.666666686534882
0.8125,0.675000011920929
