Acrosome/Train,Acrosome/Valid,Head/Train,Head/Valid,Vacuole/Train,Vacuole/Valid
0.677865,0.716819941997528,0.73582345,3.74119997024536,0.818436,0.718536376953125
1.0491483,1.23375809192657,2.369968,1.00875115394592,0.8782419,0.522970318794251
0.93058366,0.874239265918732,0.97177356,0.879531741142273,0.24652085,0.703695058822632
0.7047888,0.910989344120026,1.7460546,0.596968710422516,0.8118423,0.540853917598724
0.7785293,0.611225485801697,1.3190714,1.33499372005463,0.7247833,0.678450226783752
0.74624974,0.6178377866745,0.807955,2.09152221679687,1.0644083,0.560821950435638
0.80863124,0.779460847377777,1.7331829,1.10425436496735,0.66201,0.398968249559402
0.7037884,0.876322865486145,0.7969514,0.576175689697266,0.45527703,0.449100345373154
0.8805944,0.625388979911804,0.93092954,0.574537932872772,0.53911114,0.605233252048492
0.67721117,0.611495196819305,0.8639205,0.580493569374085,0.7236971,0.372742533683777
0.76607937,0.642954766750336,0.7908764,0.688703894615173,0.29831076,0.372048944234848
0.77320766,0.855208456516266,0.73731506,0.777366578578949,0.37423277,0.437666356563568
0.8016844,0.770339071750641,0.8369397,0.704887092113495,0.7954844,0.435891926288605
0.6754415,0.734490811824799,0.8339267,0.584180533885956,0.46886835,0.390612542629242
0.7160872,0.715968728065491,0.6704174,0.565174758434296,0.5719334,0.344220280647278
0.6678898,0.63379567861557,0.820504,0.564036011695862,0.36214384,0.401028573513031
0.7015124,0.663345873355866,0.882241,0.56842577457428,0.46677753,0.524376928806305
0.6594129,0.639423668384552,0.5743255,0.607053637504578,0.5015116,0.551700234413147
0.6770116,0.666652023792267,0.75986457,0.702194035053253,0.5851156,0.378233343362808
0.7396537,0.737301409244537,0.72702885,0.825475633144379,0.43796572,0.328537315130234
0.7167923,0.709628820419312,0.768835,0.808940708637237,0.36941501,0.330303370952606
0.6406001,0.71529221534729,0.8057821,0.70260888338089,0.3073409,0.348404258489609
0.6686527,0.79461681842804,0.7271968,0.655330002307892,0.4562112,0.361285090446472
0.6257581,0.947434842586517,0.7015817,0.627670586109161,0.3040074,0.371949195861816
0.81468856,0.9083012342453,0.65863943,0.62216705083847,0.37617415,0.374089300632477
0.72099805,0.771636188030243,0.70850766,0.63563334941864,0.46597254,0.359027206897736
0.744122,0.615364849567413,0.74347794,0.707608819007874,0.41400462,0.345319241285324
