Acrosome/Train,Acrosome/Valid,Head/Train,Head/Valid,Vacuole/Train,Vacuole/Valid
0.7099346,1.14766824245453,0.71554095,1.88136100769043,0.8468791,0.726958513259888
2.0454128,1.23196387290955,1.4435241,0.855708181858063,1.2611538,0.430817663669586
0.8929705,1.14107835292816,1.5677265,0.736017763614654,0.5227051,0.856547296047211
1.0843555,0.658294558525085,1.092836,1.51745200157166,0.95746744,0.333153665065765
0.95482564,0.611954092979431,1.1180351,1.20118641853333,0.29885688,0.498205572366715
0.9440445,0.89719033241272,0.9555428,0.670535206794739,0.30868226,0.60290539264679
0.8428205,0.907068192958832,0.7089009,0.599014818668366,1.003381,0.516566574573517
0.7829664,0.711745798587799,0.92061555,0.570041120052338,0.5682069,0.391219705343246
0.67991364,0.575233817100525,0.9666,0.83747011423111,0.73368704,0.609366834163666
0.8516851,0.570185244083405,0.75147176,1.03744769096375,0.60512835,0.638933181762695
0.7669237,0.640056967735291,0.9079392,0.818781495094299,0.46912372,0.390579789876938
0.6692816,0.892501175403595,0.6881795,0.650742471218109,0.60551435,0.40796348452568
0.63439006,1.01043879985809,0.6757718,0.592011630535126,0.72735083,0.458092361688614
0.68459594,0.873641312122345,0.72048265,0.577305197715759,0.37665313,0.49937230348587
0.7609823,0.685262322425842,0.6656007,0.608407437801361,0.85622084,0.469284445047379
0.68927085,0.586668014526367,0.63464874,0.686044573783875,0.5337875,0.415799528360367
0.61250854,0.601168930530548,0.62329996,0.687950670719147,0.5064619,0.362492710351944
1.0402391,0.580408275127411,0.68430746,0.635828137397766,0.39194766,0.385269314050674
0.6429715,0.647836863994598,0.6463026,0.616495490074158,0.4047565,0.466383755207062
0.48931018,0.788596332073212,0.6710737,0.616479992866516,0.3893024,0.493787884712219
0.725935,0.817045509815216,0.6647779,0.672814428806305,0.55336845,0.397366523742676
0.7382068,0.743887007236481,0.6150986,0.701736569404602,0.4387718,0.331611275672913
0.5630448,0.66728949546814,0.620752,0.708701252937317,0.46205452,0.330732464790344
0.60449016,0.612415313720703,0.67593575,0.6858269572258,0.39233953,0.33924987912178
0.57230616,0.600503504276276,0.6786531,0.639159798622131,0.34059846,0.346576899290085
0.5740381,0.60303795337677,0.57905555,0.612422287464142,0.33801925,0.346206098794937
0.6439565,0.61767441034317,0.597316,0.597149431705475,0.34518328,0.33963069319725
0.6496019,0.654109299182892,0.5535253,0.572830319404602,0.23757951,0.333804577589035
0.50499225,0.701054334640503,0.7142298,0.620331168174744,0.42260325,0.330295622348785
0.589502,0.75844794511795,0.6098143,0.700745165348053,0.3071407,0.341472297906876
0.6683162,0.739008963108063,0.5915338,0.756477952003479,0.41223064,0.343486309051514
0.58883095,0.68281364440918,0.72149193,0.719983160495758,0.28563946,0.327072024345398
0.5756733,0.605344772338867,0.6540234,0.594731271266937,0.31528634,0.306149393320084
0.65985787,0.582048654556274,0.6688751,0.535349726676941,0.2856214,0.29913267493248
0.5924286,0.583771109580994,0.65308124,0.538398385047913,0.25950864,0.300126224756241
0.7072333,0.622939169406891,0.5114622,0.548623442649841,0.38883692,0.302823066711426
0.628563,0.695139646530151,0.6040615,0.599069356918335,0.30629304,0.303339421749115
0.6436981,0.779146492481232,0.59811395,0.661627471446991,0.4988974,0.294643580913544
0.6664752,0.715041160583496,0.51166636,0.70540463924408,0.44376093,0.294027596712112
0.6581094,0.627526998519897,0.5344392,0.680343270301819,0.20978883,0.309829831123352
0.49354425,0.593287110328674,0.5941967,0.635637402534485,0.3398898,0.328502207994461
0.61668456,0.577230215072632,0.5189784,0.593737840652466,0.39383602,0.335711061954498
0.6098598,0.57105940580368,0.5504081,0.598952054977417,0.31796134,0.322041094303131
0.58325577,0.580118298530579,0.57543993,0.641336560249329,0.33168674,0.295129120349884
0.6033194,0.621137678623199,0.5054175,0.705029547214508,0.38167384,0.2876837849617
0.61329186,0.687427759170532,0.57932365,0.759083986282349,0.3744334,0.29011794924736
0.5201471,0.740402460098267,0.6120461,0.711598098278046,0.41877237,0.291199177503586
0.6229532,0.704662024974823,0.5769945,0.606908679008484,0.27065372,0.293133080005646
0.4674578,0.651802122592926,0.48413277,0.561022400856018,0.3674369,0.297057300806046
0.564242,0.598796963691711,0.6716634,0.583729147911072,0.52983284,0.304371505975723
0.6404436,0.580362379550934,0.49121556,0.615970373153687,0.2807206,0.316970497369766
0.5685142,0.577463686466217,0.5356345,0.636551141738892,0.31900048,0.328888893127441
0.5447914,0.587498307228088,0.55620074,0.650428771972656,0.35489428,0.324361801147461
0.6121695,0.628568649291992,0.58192176,0.658201158046722,0.25476512,0.299883782863617
0.5107902,0.685284554958344,0.53548455,0.646155953407288,0.21973997,0.288644731044769
0.55660003,0.704608500003815,0.5327661,0.646379232406616,0.38515556,0.293136596679687
0.5411687,0.696273565292358,0.5265832,0.609299004077911,0.22353342,0.304813116788864
0.50502455,0.666456580162048,0.6071707,0.598184466362,0.25031334,0.31561279296875
0.5964891,0.61623626947403,0.44261906,0.578118085861206,0.33494633,0.322826057672501
0.6389774,0.589129865169525,0.54012513,0.561383962631226,0.4774202,0.311437278985977
0.5043663,0.573845565319061,0.49876022,0.559025466442108,0.27575746,0.295322000980377
0.4348753,0.576208770275116,0.62752235,0.603772759437561,0.18386161,0.288068145513535
0.56066823,0.576641619205475,0.54505813,0.605836272239685,0.28091818,0.283953845500946
0.5292012,0.597787857055664,0.44798297,0.583919405937195,0.21260434,0.282274752855301
0.5027171,0.624976754188538,0.5349795,0.589528679847717,0.27903304,0.283175200223923
0.49225843,0.697579205036163,0.5219316,0.605729460716248,0.20672804,0.287539094686508
0.55629396,0.705024063587189,0.5878581,0.681054055690765,0.23945872,0.293747276067734
0.43940586,0.652016997337341,0.58282,0.734665453433991,0.29085606,0.29839289188385
0.5305768,0.574348568916321,0.55482113,0.654248595237732,0.25124288,0.300481647253036
0.40609482,0.559970915317535,0.47766554,0.577807366847992,0.3633321,0.295469164848328
0.54478216,0.570289969444275,0.47916406,0.547598540782928,0.31545234,0.289505511522293
0.6742663,0.559038698673248,0.6244949,0.567896544933319,0.3528184,0.29537907242775
