epoch,train-acc,train-loss,valid-acc,valid-loss,valid-precision,valid-recall,valid-f1.0-score,valid-f0.5-score,valid-tp,valid-fp,valid-fn,valid-tn,test-acc,test-loss,test-precision,test-recall,test-f1.0-score,test-f0.5-score,test-tp,test-fp,test-fn,test-tn
1,0.546875,0.7403022,0.7241379,1.2161237001419067,0.7224669603524229,0.9939393939393939,0.836734693877551,0.7642124883504193,164,63,1,4,0.7467533,1.2003517150878906,0.7533783783783784,0.9780701754385965,0.8511450381679391,0.7896600566572238,223,73,5,7
2,0.625,2.369233,0.29310346,2.6506779193878174,1.0,0.006060606060606061,0.012048192771084336,0.02958579881656805,1,0,164,67,0.26623377,2.7846038341522217,0.75,0.013157894736842105,0.025862068965517238,0.06147540983606558,3,1,225,79
3,0.5,1.6440473,0.44827586,0.891018271446228,0.7176470588235294,0.3696969696969697,0.488,0.603960396039604,61,24,104,43,0.512987,0.898751974105835,0.8046875,0.4517543859649123,0.5786516853932585,0.695945945945946,103,25,125,55
4,0.59375,0.76046413,0.70258623,0.7683221697807312,0.7307692307692307,0.9212121212121213,0.8150134048257373,0.7622868605817453,152,56,13,11,0.7467533,0.6435501575469971,0.7840909090909091,0.9078947368421053,0.8414634146341463,0.8060747663551402,207,57,21,23
5,0.46875,1.0146072,0.6810345,0.934324324131012,0.7136150234741784,0.9212121212121213,0.8042328042328043,0.7472959685349065,152,61,13,6,0.7435065,0.7412043809890747,0.7728937728937729,0.9254385964912281,0.842315369261477,0.7992424242424242,211,62,17,18
6,0.5625,0.8351811,0.6939655,0.9364840388298035,0.7238095238095238,0.9212121212121213,0.8106666666666666,0.7562189054726368,152,58,13,9,0.75,0.7361234426498413,0.7765567765567766,0.9298245614035088,0.8463073852295409,0.8030303030303031,212,61,16,19
7,0.546875,1.3423022,0.47844827,1.0505356788635254,0.6896551724137931,0.48484848484848486,0.5693950177935942,0.6359300476947536,80,36,85,31,0.512987,0.9489833116531372,0.7635135135135135,0.4956140350877193,0.601063829787234,0.6890243902439024,113,35,115,45
8,0.46875,0.9694417,0.375,1.2782126665115356,0.6923076923076923,0.21818181818181817,0.3317972350230414,0.4825737265415549,36,16,129,51,0.32467532,1.2903239727020264,0.7,0.15350877192982457,0.2517985611510791,0.40887850467289727,35,15,193,65
9,0.53125,0.86580306,0.41379312,0.8397231698036194,0.6790123456790124,0.3333333333333333,0.44715447154471544,0.5623721881390592,55,26,110,41,0.3961039,0.8696299195289612,0.6909090909090909,0.3333333333333333,0.44970414201183434,0.5688622754491017,76,34,152,46
10,0.5,1.0741954,0.44396552,0.8700655102729797,0.725,0.3515151515151515,0.47346938775510206,0.5979381443298969,58,22,107,45,0.39285713,0.9170207381248474,0.6990291262135923,0.3157894736842105,0.4350453172205438,0.5625,72,31,156,49
