epoch,train-acc,train-loss,valid-acc,valid-loss,valid-precision,valid-recall,valid-f1.0-score,valid-f0.5-score,valid-tp,valid-fp,valid-fn,valid-tn,test-acc,test-loss,test-precision,test-recall,test-f1.0-score,test-f0.5-score,test-tp,test-fp,test-fn,test-tn
1,0.390625,1.0169744,0.2801724,6.067481517791748,0.0,0.0,0.0,0.0,0,0,167,65,0.30844155,5.9801483154296875,0.0,0.0,0.0,0.0,0,0,213,95
2,0.515625,4.179511,0.5948276,0.8538970947265625,0.7517241379310344,0.6526946107784432,0.6987179487179487,0.7295850066934404,109,36,58,29,0.48051947,0.9695143103599548,0.6778523489932886,0.47417840375586856,0.5580110497237569,0.6242274412855376,101,48,112,47
3,0.484375,1.32392,0.7155172,1.1378391981124878,0.7186147186147186,0.9940119760479041,0.8341708542713567,0.76076993583868,166,65,1,0,0.6915584,1.235864281654358,0.6928104575163399,0.9953051643192489,0.8169556840077072,0.7376478775226166,212,94,1,1
4,0.578125,1.6963123,0.6594828,0.6620405316352844,0.7682926829268293,0.7544910179640718,0.7613293051359518,0.7654921020656137,126,38,41,27,0.5714286,0.7096503973007202,0.6956521739130435,0.676056338028169,0.6857142857142857,0.69164265129683,144,63,69,32
5,0.5,0.90872145,0.29310346,1.2297003269195557,0.7142857142857143,0.029940119760479042,0.05747126436781609,0.12820512820512822,5,2,162,63,0.3474026,1.2257182598114014,0.9285714285714286,0.06103286384976526,0.1145374449339207,0.241635687732342,13,1,200,94
6,0.515625,0.91046906,0.5905172,0.7048856019973755,0.8050847457627118,0.5688622754491018,0.6666666666666667,0.7433489827856025,95,23,72,42,0.5681818,0.7432841062545776,0.75,0.5633802816901409,0.6434316353887398,0.7033997655334115,120,40,93,55
7,0.59375,0.7924663,0.6034483,0.6756033301353455,0.7737226277372263,0.6347305389221557,0.6973684210526316,0.7412587412587414,106,31,61,34,0.6038961,0.7225974798202515,0.7433155080213903,0.6525821596244131,0.695,0.7232049947970863,139,48,74,47
8,0.59375,0.78557515,0.43103448,1.0484931468963623,0.8431372549019608,0.25748502994011974,0.39449541284403666,0.5795148247978437,43,8,124,57,0.45779222,1.0299198627471924,0.7804878048780488,0.3004694835680751,0.43389830508474575,0.5914972273567467,64,18,149,77
9,0.546875,0.81688905,0.3448276,1.2931809425354004,0.8,0.11976047904191617,0.20833333333333331,0.3745318352059925,20,5,147,60,0.39935064,1.2438316345214844,0.7916666666666666,0.1784037558685446,0.2911877394636015,0.4691358024691358,38,10,175,85
10,0.546875,0.98961127,0.6939655,0.653517484664917,0.7580645161290323,0.844311377245509,0.7988668555240793,0.7738748627881449,141,45,26,20,0.66558444,0.7438585758209229,0.7310924369747899,0.8169014084507042,0.771618625277162,0.7467811158798283,174,64,39,31
11,0.484375,1.2825017,0.6034483,0.7357223629951477,0.7862595419847328,0.6167664670658682,0.6912751677852349,0.7452966714905933,103,28,64,37,0.5974026,0.7663509845733643,0.7431693989071039,0.6384976525821596,0.6868686868686869,0.7195767195767196,136,47,77,48
12,0.6875,0.6470581,0.2801724,1.5041722059249878,0.0,0.0,0.0,0.0,0,0,167,65,0.30844155,1.457360863685608,0.0,0.0,0.0,0.0,0,0,213,95
13,0.421875,1.127382,0.6508621,0.6504794955253601,0.7590361445783133,0.7544910179640718,0.7567567567567567,0.7581227436823104,126,40,41,25,0.65584415,0.6828279495239258,0.7559808612440191,0.7417840375586855,0.7488151658767773,0.7530981887511916,158,51,55,44
14,0.546875,0.78546774,0.7112069,0.6261305809020996,0.7272727272727273,0.9580838323353293,0.8268733850129198,0.7640878701050621,160,60,7,5,0.6753247,0.6809484362602234,0.6968641114982579,0.9389671361502347,0.8,0.7347538574577516,200,87,13,8
15,0.609375,0.85178316,0.6896552,0.5949096083641052,0.7251184834123223,0.9161676646706587,0.8095238095238095,0.7566765578635016,153,58,14,7,0.6785714,0.6284729838371277,0.7095588235294118,0.9061032863849765,0.7958762886597939,0.7417371252882398,193,79,20,16
