epoch,train-acc,train-loss,valid-acc,valid-loss,valid-precision,valid-recall,valid-f1.0-score,valid-f0.5-score,valid-tp,valid-fp,valid-fn,valid-tn,test-acc,test-loss,test-precision,test-recall,test-f1.0-score,test-f0.5-score,test-tp,test-fp,test-fn,test-tn
1,0.609375,0.71308714,0.15517241,6.658150672912598,0.0,0.0,0.0,0.0,0,0,196,36,0.13636364,7.02549934387207,0.0,0.0,0.0,0.0,0,0,266,42
2,0.421875,4.089937,0.7586207,0.5409055352210999,0.9320987654320988,0.7704081632653061,0.8435754189944135,0.8945497630331752,151,11,45,25,0.762987,0.6005936861038208,0.9251101321585903,0.7894736842105263,0.8519269776876269,0.8943781942078365,210,17,56,25
3,0.703125,0.95076364,0.87068963,0.4545998275279999,0.8807339449541285,0.9795918367346939,0.927536231884058,0.8988764044943821,192,26,4,10,0.8733766,0.5102922916412354,0.8954703832752613,0.9661654135338346,0.9294755877034359,0.9087694483734088,257,30,9,12
4,0.4375,2.5024085,0.8491379,0.37951594591140747,0.9259259259259259,0.8928571428571429,0.9090909090909091,0.9191176470588235,175,14,21,22,0.8279221,0.44153138995170593,0.9176470588235294,0.8796992481203008,0.8982725527831094,0.9097978227060651,234,21,32,21
5,0.640625,0.84703434,0.15517241,2.831514358520508,0.0,0.0,0.0,0.0,0,0,196,36,0.13636364,2.8893702030181885,0.0,0.0,0.0,0.0,0,0,266,42
6,0.53125,1.582194,0.15517241,2.42374587059021,0.0,0.0,0.0,0.0,0,0,196,36,0.13636364,2.5123684406280518,0.0,0.0,0.0,0.0,0,0,266,42
7,0.46875,1.5861094,0.6163793,0.7234880924224854,0.928,0.5918367346938775,0.7227414330218069,0.8333333333333335,116,9,80,27,0.6168831,0.7682970762252808,0.9204545454545454,0.6090225563909775,0.7330316742081447,0.8350515463917525,162,14,104,28
8,0.625,0.9668007,0.87931037,0.39012762904167175,0.92,0.9387755102040817,0.9292929292929293,0.9236947791164658,184,16,12,20,0.85714287,0.42577818036079407,0.9080882352941176,0.9285714285714286,0.9182156133828997,0.9121122599704579,247,25,19,17
9,0.578125,1.2729881,0.87931037,0.3733220398426056,0.9,0.9642857142857143,0.9310344827586207,0.9121621621621622,189,21,7,15,0.8701299,0.40835821628570557,0.900709219858156,0.9548872180451128,0.927007299270073,0.9110473457675753,254,28,12,14
10,0.546875,1.3948717,0.8362069,0.38227948546409607,0.9157894736842105,0.8877551020408163,0.9015544041450776,0.9100418410041841,174,16,22,20,0.83766234,0.4213199317455292,0.9153846153846154,0.8947368421052632,0.9049429657794676,0.9111791730474733,238,22,28,20
11,0.6875,0.8524003,0.6336207,0.653518795967102,0.937007874015748,0.6071428571428571,0.7368421052631579,0.8451704545454544,119,8,77,28,0.59090906,0.6884414553642273,0.8977272727272727,0.5939849624060151,0.7149321266968326,0.8144329896907215,158,18,108,24
12,0.5625,0.92233187,0.33620688,1.076586127281189,0.9375,0.22959183673469388,0.36885245901639346,0.5798969072164949,45,3,151,33,0.40584415,1.0682660341262817,0.9770114942528736,0.31954887218045114,0.48158640226628896,0.6921824104234529,85,2,181,40
13,0.625,0.7892124,0.23275863,1.2573646306991577,1.0,0.09183673469387756,0.16822429906542058,0.3358208955223881,18,0,178,36,0.25,1.2285840511322021,0.972972972972973,0.13533834586466165,0.23762376237623767,0.43478260869565216,36,1,230,41
14,0.5625,0.86778325,0.49568966,0.8895277976989746,0.9647058823529412,0.41836734693877553,0.5836298932384342,0.7649253731343284,82,3,114,33,0.49675325,0.8909527659416199,0.9172932330827067,0.45864661654135336,0.6115288220551378,0.7644110275689222,122,11,144,31
15,0.640625,0.73302495,0.7241379,0.520792543888092,0.9285714285714286,0.7295918367346939,0.8171428571428572,0.8805418719211823,143,11,53,25,0.75,0.5517541170120239,0.92,0.7781954887218046,0.8431771894093687,0.8876500857632934,207,18,59,24
16,0.5625,0.7712507,0.8362069,0.39128753542900085,0.9114583333333334,0.8928571428571429,0.9020618556701031,0.9076763485477178,175,17,21,19,0.8538961,0.4302240312099457,0.9107806691449815,0.9210526315789473,0.9158878504672896,0.9128166915052163,245,24,21,18
17,0.734375,0.6292659,0.87068963,0.35680651664733887,0.9029126213592233,0.9489795918367347,0.9253731343283583,0.9117647058823529,186,20,10,16,0.8603896,0.390773743391037,0.9084249084249084,0.9323308270676691,0.9202226345083486,0.9131075110456554,248,25,18,17
18,0.625,0.8360082,0.86206895,0.39467087388038635,0.905940594059406,0.9336734693877551,0.9195979899497488,0.9113545816733067,183,19,13,17,0.8474026,0.42953333258628845,0.9070631970260223,0.9172932330827067,0.9121495327102804,0.9090909090909091,244,25,22,17
